"Issuer","IIN","Format","Type","Country","Scheme"
"charlotte_state_bank","489208","4892 08XX XXXX XXXX","DEBIT","United States","Visa"
"charter_one","442796","4427 96XX XXXX XXXX","DEBIT","United States","Visa"
"charterone","442795","4427 95XX XXXX XXXX","DEBIT","United States","Visa"
"chartway_federal_credit_union","432881","4328 81XX XXXX XXXX","DEBIT","United States","Visa"
"chelsea_groton_savings_bank","401719","4017 19XX XXXX XXXX","DEBIT","United States","Visa"
"chevron_federal_credit_union","446332","4463 32XX XXXX XXXX","CREDIT","United States","Visa"
"chevron_federal_credit_union","546027","5460 27XX XXXX XXXX","DEBIT","United States","Visa"
"chhe_federal_credit_union","438506","4385 06XX XXXX XXXX","DEBIT","United States","Visa"
"china_citic_bank_international","434691","4346 91XX XXXX XXXX","CREDIT","Hong Kong","Visa"
"china_construction","436748","4367 48XX XXXX XXXX","CREDIT","China","Visa"
"china_construction","544887","5448 87XX XXXX XXXX","CREDIT","China","Visa"
"china_merchants_bank","439225","4392 25XX XXXX XXXX","CREDIT","China","Visa"
"china_merchants_bank","621483","6214 83XX XXXX XXXX","DEBIT","China","Visa"
"choice","442813","4428 13XX XXXX XXXX","CREDIT","United States","Visa"
"cimb_niaga","441659","4416 59XX XXXX XXXX","CREDIT","Indonesia","Visa"
"cimb_niaga","528919","5289 19XX XXXX XXXX","CREDIT","Indonesia","Visa"
"cimb_niaga","548117","5481 17XX XXXX XXXX","CREDIT","Indonesia","Visa"
"cinco_credit_union","491357","4913 57XX XXXX XXXX","DEBIT","United States","Visa"
"citibank_usa_national_association","448670","4486 70XX XXXX XXXX","CREDIT","United States","Visa"
"citizens_bank","490755","4907 55XX XXXX XXXX","DEBIT","United States","Visa"
"citizens_bank_of_las_cruces","412042","4120 42XX XXXX XXXX","DEBIT","United States","Visa"
"citizens_national","438972","4389 72XX XXXX XXXX","DEBIT","United States","Visa"
"citizens_national","510933","5109 33XX XXXX XXXX","DEBIT","United States","Visa"
"citizens_state","453245","4532 45XX XXXX XXXX","DEBIT","United States","Visa"
"citzens_community_federal","403164","4031 64XX XXXX XXXX","DEBIT","United States","Visa"
"coast_central_credit_union","406080","4060 80XX XXXX XXXX","CREDIT","United States","Visa"
"coast_hills_federal_credit_union","460288","4602 88XX XXXX XXXX","CREDIT","United States","Visa"
"coastal_federal_credit_union","402066","4020 66XX XXXX XXXX","DEBIT","United States","Visa"
"coasthills_fcu","443112","4431 12XX XXXX XXXX","DEBIT","United States","Visa"
"collins_credit_union","415711","4157 11XX XXXX XXXX","DEBIT","United States","Visa"
"colpatria","454600","4546 00XX XXXX XXXX","CREDIT","Colombia","Visa"
"columbia_credit_union","423731","4237 31XX XXXX XXXX","DEBIT","United States","Visa"
"columbia_state_bank","442630","4426 30XX XXXX XXXX","DEBIT","United States","Visa"
"comdirect_bank_ag","426354","4263 54XX XXXX XXXX","CREDIT","Germany","Visa"
"commercial_bank_of_ethiopia","458300","4583 00XX XXXX XXXX","DEBIT","Ethiopia","Visa"
"commerzbank_ag","454618","4546 18XX XXXX XXXX","CREDIT","Germany","Visa"
"commonwealth_central_credit_union","422400","4224 00XX XXXX XXXX","CREDIT","United States","Visa"
"commonwealth_one_federal_credit_union","430627","4306 27XX XXXX XXXX","DEBIT","United States","Visa"
"commstar_credit_union","413966","4139 66XX XXXX XXXX","DEBIT","United States","Visa"
"community_1_st_credit_union","445990","4459 90XX XXXX XXXX","DEBIT","United States","Visa"
"community_and_southern","405494","4054 94XX XXXX XXXX","DEBIT","United States","Visa"
"community_bank_n_a","443589","4435 89XX XXXX XXXX","DEBIT","United States","Visa"
"community_financial","435794","4357 94XX XXXX XXXX","DEBIT","United States","Visa"
"community_first_national","432692","4326 92XX XXXX XXXX","DEBIT","United States","Visa"
"community_national_bank","446552","4465 52XX XXXX XXXX","DEBIT","United States","Visa"
"community_one","479271","4792 71XX XXXX XXXX","DEBIT","United States","Visa"
"communitybankandtrust","426779","4267 79XX XXXX XXXX","DEBIT","United States","Visa"
"complex_community_federal_credit_union","414221","4142 21XX XXXX XXXX","DEBIT","United States","Visa"
"connex_credit_union","401378","4013 78XX XXXX XXXX","DEBIT","United States","Visa"
"corefirst_bank_trust","486310","4863 10XX XXXX XXXX","DEBIT","United States","Visa"
"cornerstone_community_fcu","441301","4413 01XX XXXX XXXX","DEBIT","United States","Visa"
"corning_federal_credit_union","449501","4495 01XX XXXX XXXX","DEBIT","United States","Visa"
"corporation","425806","4258 06XX XXXX XXXX","CREDIT","India","Visa"
"cortal_consors","415932","4159 32XX XXXX XXXX","DEBIT","Germany","Visa"
"covantage_credit_union","448034","4480 34XX XXXX XXXX","DEBIT","United States","Visa"
"credicard_s_a_administradora_de_cartoesde_credito","400248","4002 48XX XXXX XXXX","CREDIT","Brazil","Visa"
"credit_commercial_de_france_s_a","497142","4971 42XX XXXX XXXX","DEBIT","France","Visa"
"credit_du_nord","455679","4556 79XX XXXX XXXX","DEBIT","France","Visa"
"credit_one","444796","4447 96XX XXXX XXXX","CREDIT","United States","Visa"
"credit_union_1","426936","4269 36XX XXXX XXXX","DEBIT","United States","Visa"
"credit_union_of_southern_california","406076","4060 76XX XXXX XXXX","CREDIT","United States","Visa"
"credit_union_services_corporation_australia_limited","443438","4434 38XX XXXX XXXX","DEBIT","Australia","Visa"
"creighton_federal_credit_union","450379","4503 79XX XXXX XXXX","DEBIT","United States","Visa"
"crescent_credit_union","426550","4265 50XX XXXX XXXX","DEBIT","United States","Visa"
"csob","440752","4407 52XX XXXX XXXX","DEBIT","Czech Republic","Visa"
"dade_county_federal_credit_union","403160","4031 60XX XXXX XXXX","DEBIT","United States","Visa"
"dakotaland","440358","4403 58XX XXXX XXXX","DEBIT","United States","Visa"
"danamon","456798","4567 98XX XXXX XXXX","CREDIT","Indonesia","Visa"
"danamon","540731","5407 31XX XXXX XXXX","CREDIT","Indonesia","Visa"
"dbs","411911","4119 11XX XXXX XXXX","CREDIT","Singapore","Visa"
"denizbank","409070","4090 70XX XXXX XXXX","CREDIT","Turkey","Visa"
"desert_schools_federal_credit_union","408104","4081 04XX XXXX XXXX","DEBIT","United States","Visa"
"deutsche","523227","5232 27XX XXXX XXXX","CREDIT","Germany","Visa"
"deutsche","523276","5232 76XX XXXX XXXX","CREDIT","Germany","Visa"
"deutsche","493532","4935 32XX XXXX XXXX","CREDIT","Italy","Visa"
"deutsche","515878","5158 78XX XXXX XXXX","CREDIT","Spain","Visa"
"deutsche_apotheker_und_aerztebank_eg","415974","4159 74XX XXXX XXXX","CREDIT","Germany","Visa"
"dfcu_financial","499182","4991 82XX XXXX XXXX","CREDIT","United States","Visa"
"dfcu_financial","551215","5512 15XX XXXX XXXX","DEBIT","United States","Visa"
"diamond","496021","4960 21XX XXXX XXXX","DEBIT","Nigeria","Visa"
"diamond_vally_fcu","419402","4194 02XX XXXX XXXX","DEBIT","United States","Visa"
"digital_employees_federal_credit_union","429420","4294 20XX XXXX XXXX","DEBIT","United States","Visa"
"directions_credit_union","418546","4185 46XX XXXX XXXX","DEBIT","United States","Visa"
"dnb_first","479193","4791 93XX XXXX XXXX","DEBIT","United States","Visa"
"dortmunder_volksbank","427360","4273 60XX XXXX XXXX","CREDIT","Germany","Visa"
"dow_chemical_employees_credit_union","403808","4038 08XX XXXX XXXX","DEBIT","United States","Visa"
"dupaco","404507","4045 07XX XXXX XXXX","CREDIT","United States","Visa"
"dupaco","553743","5537 43XX XXXX XXXX","DEBIT","United States","Visa"
"dupont_goodrich","471937","4719 37XX XXXX XXXX","DEBIT","United States","Visa"
"dva_federal_credit_union","441477","4414 77XX XXXX XXXX","CREDIT","United States","Visa"
"dz_bank_ag","457037","4570 37XX XXXX XXXX","CREDIT","Germany","Visa"
"e_trade_bank","477353","4773 53XX XXXX XXXX","DEBIT","United States","Visa"
"eagle_community_credit_union","463675","4636 75XX XXXX XXXX","DEBIT","United States","Visa"
"east_boston_savings_bank","408530","4085 30XX XXXX XXXX","DEBIT","United States","Visa"
"easybank","443877","4438 77XX XXXX XXXX","CREDIT","Austria","Visa"
"easybank","526606","5266 06XX XXXX XXXX","CREDIT","Austria","Visa"
"eccbank","412025","4120 25XX XXXX XXXX","DEBIT","United States","Visa"
"elan_financial_services","471511","4715 11XX XXXX XXXX","CREDIT","United States","Visa"
"elga_credit_union","400177","4001 77XX XXXX XXXX","DEBIT","United States","Visa"
"eli_lilly_federal_credit_union","429176","4291 76XX XXXX XXXX","DEBIT","United States","Visa"
"empire_federal_credit_union","445254","4452 54XX XXXX XXXX","DEBIT","United States","Visa"
"employees_credit_union","466135","4661 35XX XXXX XXXX","DEBIT","United States","Visa"
"ent_federal_credit_union","473336","4733 36XX XXXX XXXX","DEBIT","United States","Visa"
"entropay","459061","4590 61XX XXXX XXXX","DEBIT","United States","Visa"
"epos","489784","4897 84XX XXXX XXXX","CREDIT","Japan","Visa"
"evansville_firefighters_fcu","486185","4861 85XX XXXX XXXX","DEBIT","United States","Visa"
"evo_banco","413388","4133 88XX XXXX XXXX","DEBIT","Spain","Visa"
"f_a_federal_credit_union","405902","4059 02XX XXXX XXXX","DEBIT","United States","Visa"
"family_first_credit_union","443415","4434 15XX XXXX XXXX","DEBIT","Australia","Visa"
"fannin","425038","4250 38XX XXXX XXXX","DEBIT","United States","Visa"
"fcmb","467875","4678 75XX XXXX XXXX","DEBIT","Nigeria","Visa"
"fdcommunity_federal_credit_union","453271","4532 71XX XXXX XXXX","DEBIT","United States","Visa"
"federal","404834","4048 34XX XXXX XXXX","DEBIT","India","Visa"
"fiberglass_federal_credit_union","434217","4342 17XX XXXX XXXX","CREDIT","United States","Visa"
"financial_health_federal_credit_union","400998","4009 98XX XXXX XXXX","DEBIT","United States","Visa"
"fineco","403003","4030 03XX XXXX XXXX","CREDIT","Italy","Visa"
"fintro","408490","4084 90XX XXXX XXXX","CREDIT","Belgium","Visa"
"first_america","486910","4869 10XX XXXX XXXX","DEBIT","United States","Visa"
"first_bank","449145","4491 45XX XXXX XXXX","DEBIT","United States","Visa"
"first_bank","514609","5146 09XX XXXX XXXX","DEBIT","United States","Visa"
"first_bank","514654","5146 54XX XXXX XXXX","CREDIT","United States","Visa"
"first_bank_trust","420027","4200 27XX XXXX XXXX","DEBIT","United States","Visa"
"first_bristol_federal_credit_union","414449","4144 49XX XXXX XXXX","DEBIT","United States","Visa"
"first_california","445785","4457 85XX XXXX XXXX","DEBIT","United States","Visa"
"first_caribbean_international","469268","4692 68XX XXXX XXXX","DEBIT","Bahamas","Visa"
"first_central_bank","440374","4403 74XX XXXX XXXX","DEBIT","United States","Visa"
"first_choice_america","449172","4491 72XX XXXX XXXX","DEBIT","United States","Visa"
"first_citizens_bank_and_trust_company_of_south_car","406019","4060 19XX XXXX XXXX","DEBIT","United States","Visa"
"first_commonwealth","419048","4190 48XX XXXX XXXX","DEBIT","United States","Visa"
"first_dakota_national_bank","440843","4408 43XX XXXX XXXX","DEBIT","United States","Visa"
"first_entertainment_federal_credit_union","447494","4474 94XX XXXX XXXX","DEBIT","United States","Visa"
"first_federal_bank_of_arkansas_fa","433199","4331 99XX XXXX XXXX","DEBIT","United States","Visa"
"first_fidelity","431471","4314 71XX XXXX XXXX","DEBIT","United States","Visa"
"first_financial_bank","451667","4516 67XX XXXX XXXX","DEBIT","United States","Visa"
"first_financial_credit_union","444970","4449 70XX XXXX XXXX","CREDIT","United States","Visa"
"first_financial_credit_union","551701","5517 01XX XXXX XXXX","DEBIT","United States","Visa"
"first_light_federal_credit_union","430644","4306 44XX XXXX XXXX","DEBIT","United States","Visa"
"first_national_bank","416838","4168 38XX XXXX XXXX","DEBIT","United States","Visa"
"first_national_bank","551423","5514 23XX XXXX XXXX","DEBIT","United States","Visa"
"first_national_bank_of_fort_smith","434167","4341 67XX XXXX XXXX","DEBIT","United States","Visa"
"first_national_bank_of_griffin","449443","4494 43XX XXXX XXXX","DEBIT","United States","Visa"
"first_national_bank_of_mifflintown","402140","4021 40XX XXXX XXXX","DEBIT","United States","Visa"
"first_national_bank_of_southwestern_ohio","474665","4746 65XX XXXX XXXX","DEBIT","United States","Visa"
"first_nbc","489657","4896 57XX XXXX XXXX","DEBIT","United States","Visa"
"first_republic","425788","4257 88XX XXXX XXXX","CREDIT","United States","Visa"
"first_savings_bank_of_perkasie","433214","4332 14XX XXXX XXXX","DEBIT","United States","Visa"
"first_state","440373","4403 73XX XXXX XXXX","DEBIT","United States","Visa"
"first_state","510778","5107 78XX XXXX XXXX","DEBIT","United States","Visa"
"first_state","551300","5513 00XX XXXX XXXX","DEBIT","United States","Visa"
"first_state_bank_and_trust","490853","4908 53XX XXXX XXXX","DEBIT","United States","Visa"
"first_state_bank_of_colorado","414434","4144 34XX XXXX XXXX","DEBIT","United States","Visa"
"first_state_community","461222","4612 22XX XXXX XXXX","DEBIT","United States","Visa"
"first_state_community","532030","5320 30XX XXXX XXXX","CREDIT","United States","Visa"
"first_teachers_federal_credit_union","429162","4291 62XX XXXX XXXX","CREDIT","United States","Visa"
"first_technology_credit_union","460419","4604 19XX XXXX XXXX","CREDIT","United States","Visa"
"first_united","414314","4143 14XX XXXX XXXX","DEBIT","United States","Visa"
"firstrepublic","490798","4907 98XX XXXX XXXX","DEBIT","United States","Visa"
"fiscal_credit_union","403284","4032 84XX XXXX XXXX","DEBIT","United States","Visa"
"fnbbank","494176","4941 76XX XXXX XXXX","DEBIT","United States","Visa"
"fnbt","460820","4608 20XX XXXX XXXX","DEBIT","United States","Visa"
"foerde_sparkasse","447599","4475 99XX XXXX XXXX","DEBIT","Germany","Visa"
"frankfurter_sparkasse","414912","4149 12XX XXXX XXXX","DEBIT","Germany","Visa"
"franklin_savings_bank","426414","4264 14XX XXXX XXXX","DEBIT","United States","Visa"
"freedom_credit_union","403240","4032 40XX XXXX XXXX","DEBIT","United States","Visa"
"freedom_first_credit_union","436668","4366 68XX XXXX XXXX","DEBIT","United States","Visa"
"freedomfirst_credit_union","425599","4255 99XX XXXX XXXX","CREDIT","United States","Visa"
"fsnb","445171","4451 71XX XXXX XXXX","DEBIT","United States","Visa"
"ganadero","409912","4099 12XX XXXX XXXX","CREDIT","Bolivia","Visa"
"gefcu","409486","4094 86XX XXXX XXXX","DEBIT","United States","Visa"
"gem_visa","436479","4364 79XX XXXX XXXX","CREDIT","New Zealand","Visa"
"general_electric_credit_union","421704","4217 04XX XXXX XXXX","CREDIT","United States","Visa"
"georgia_power_federal_credit_union","438460","4384 60XX XXXX XXXX","DEBIT","United States","Visa"
"georgia_united_credit_union","479144","4791 44XX XXXX XXXX","DEBIT","United States","Visa"
"gesa_credit_union","450677","4506 77XX XXXX XXXX","DEBIT","United States","Visa"
"ghs_federal_credit_union","423974","4239 74XX XXXX XXXX","DEBIT","United States","Visa"
"glacier","413366","4133 66XX XXXX XXXX","DEBIT","United States","Visa"
"glendale_area_schools_federal_credit_union","442695","4426 95XX XXXX XXXX","DEBIT","United States","Visa"
"glens_falls_national_bank_trust_company","423602","4236 02XX XXXX XXXX","DEBIT","United States","Visa"
"global_card","464596","4645 96XX XXXX XXXX","CREDIT","Mexico","Visa"
"global_cash_card","485340","4853 40XX XXXX XXXX","DEBIT","United States","Visa"
"global_cash_card","530327","5303 27XX XXXX XXXX","DEBIT","United States","Visa"
"gnb_sudameris","454076","4540 76XX XXXX XXXX","CREDIT","Colombia","Visa"
"golden_1","449465","4494 65XX XXXX XXXX","DEBIT","United States","Visa"
"great_western","445320","4453 20XX XXXX XXXX","DEBIT","United States","Visa"
"greater_abbeville_federal_credit_union","411399","4113 99XX XXXX XXXX","DEBIT","United States","Visa"
"greater_nevada_credit_union","464455","4644 55XX XXXX XXXX","DEBIT","United States","Visa"
"grow_financial_federal_credit_union","401723","4017 23XX XXXX XXXX","CREDIT","United States","Visa"
"growfinancial","426207","4262 07XX XXXX XXXX","DEBIT","United States","Visa"
"guaranty","441843","4418 43XX XXXX XXXX","DEBIT","United States","Visa"
"guaranty_bank","449083","4490 83XX XXXX XXXX","DEBIT","United States","Visa"
"guaranty_trust","404215","4042 15XX XXXX XXXX","DEBIT","Ghana","Visa"
"gulf_bank_algeria","437711","4377 11XX XXXX XXXX","DEBIT","Algeria","Visa"
"gulf_coast_educators_federal_credit_union","440348","4403 48XX XXXX XXXX","DEBIT","United States","Visa"
"gulf_credit_union","435925","4359 25XX XXXX XXXX","DEBIT","United States","Visa"
"gulf_winds_federal_credit_union","483332","4833 32XX XXXX XXXX","DEBIT","United States","Visa"
"halliburton","402650","4026 50XX XXXX XXXX","CREDIT","United States","Visa"
"hana","402367","4023 67XX XXXX XXXX","DEBIT","South Korea","Visa"
"hancock_bank_of_louisiana","466801","4668 01XX XXXX XXXX","DEBIT","United States","Visa"
"hang_seng","455707","4557 07XX XXXX XXXX","CREDIT","Hong Kong","Visa"
"hapo","449497","4494 97XX XXXX XXXX","DEBIT","United States","Visa"
"harco_credit_union","422749","4227 49XX XXXX XXXX","DEBIT","United States","Visa"
"hawaii_community_federal_credit_union","442916","4429 16XX XXXX XXXX","DEBIT","United States","Visa"
"helena_national_bank","448819","4488 19XX XXXX XXXX","DEBIT","United States","Visa"
"henrico_federal_credit_union","407050","4070 50XX XXXX XXXX","CREDIT","United States","Visa"
"heritage","447207","4472 07XX XXXX XXXX","CREDIT","United States","Visa"
"high_country","427509","4275 09XX XXXX XXXX","DEBIT","United States","Visa"
"high_plains","491629","4916 29XX XXXX XXXX","DEBIT","United States","Visa"
"highlands_union_bank","479403","4794 03XX XXXX XXXX","DEBIT","United States","Visa"
"highmark_federal_credit_union","434471","4344 71XX XXXX XXXX","CREDIT","United States","Visa"
"hipotecario","430497","4304 97XX XXXX XXXX","CREDIT","Argentina","Visa"
"home_savings","442714","4427 14XX XXXX XXXX","DEBIT","United States","Visa"
"hong_leong_bank_berhad","429319-429320","4293 19XX XXXX XXXX","CREDIT","Malaysia","Visa"
"hongleongbank","407284","4072 84XX XXXX XXXX","DEBIT","Malaysia","Visa"
"horizon_credit_union","445253","4452 53XX XXXX XXXX","DEBIT","United States","Visa"
"houston_community_bank_national_association","446668","4466 68XX XXXX XXXX","DEBIT","United States","Visa"
"houston_federal_credit_union","415710","4157 10XX XXXX XXXX","DEBIT","United States","Visa"
"hsbc_amanah","461772","4617 72XX XXXX XXXX","CREDIT","Malaysia","Visa"
"hsbc_banco_roberts","455349","4553 49XX XXXX XXXX","CREDIT","Argentina","Visa"
"hsbc_bank_malaysia_berhad","438675","4386 75XX XXXX XXXX","CREDIT","Malaysia","Visa"
"hsbc_bank_malaysia_berhad","512089","5120 89XX XXXX XXXX","CREDIT","Malaysia","Visa"
"hua_nan","434675","4346 75XX XXXX XXXX","DEBIT","Taiwan","Visa"
"hudson_heritage_federal_credit_union","406053","4060 53XX XXXX XXXX","DEBIT","United States","Visa"
"hughes_federal_credit_union","447672","4476 72XX XXXX XXXX","DEBIT","United States","Visa"
"hume_building_society","443084","4430 84XX XXXX XXXX","DEBIT","Australia","Visa"
"ibercaja","492163","4921 63XX XXXX XXXX","CREDIT","Spain","Visa"
"ibercaja","558573","5585 73XX XXXX XXXX","CREDIT","Spain","Visa"
"ibi_services_s_de_r_l","446351","4463 51XX XXXX XXXX","CREDIT","Mexico","Visa"
"ibm_southeast_employees_federal_credit_union","448815","4488 15XX XXXX XXXX","DEBIT","United States","Visa"
"icba_bancard","448236","4482 36XX XXXX XXXX","CREDIT","United States","Visa"
"iccrea_banca_s_p_a_istituto","456542","4565 42XX XXXX XXXX","CREDIT","Italy","Visa"
"icon","460665","4606 65XX XXXX XXXX","DEBIT","United States","Visa"
"idbi","458777","4587 77XX XXXX XXXX","DEBIT","India","Visa"
"ifcu","413900","4139 00XX XXXX XXXX","DEBIT","United States","Visa"
"illinois_community_credit_union","420272","4202 72XX XXXX XXXX","CREDIT","United States","Visa"
"imb","456441","4564 41XX XXXX XXXX","DEBIT","Australia","Visa"
"imperial_bank","477304","4773 04XX XXXX XXXX","CREDIT","United States","Visa"
"indana_heartland","471999","4719 99XX XXXX XXXX","DEBIT","United States","Visa"
"indian_overseas","426241","4262 41XX XXXX XXXX","CREDIT","India","Visa"
"ing_diba","454617","4546 17XX XXXX XXXX","CREDIT","Germany","Visa"
"ing_direct","513625","5136 25XX XXXX XXXX","CREDIT","France","Visa"
"ing_direct","421473","4214 73XX XXXX XXXX","DEBIT","Spain","Visa"
"ingdirect","417480","4174 80XX XXXX XXXX","CREDIT","Spain","Visa"
"inland_northwest_bank","421002","4210 02XX XXXX XXXX","DEBIT","United States","Visa"
"insight","467339","4673 39XX XXXX XXXX","CREDIT","United States","Visa"
"insight_financial","405425","4054 25XX XXXX XXXX","DEBIT","United States","Visa"
"investors_savings_bank","405345","4053 45XX XXXX XXXX","DEBIT","United States","Visa"
"iq_credit_union","428733","4287 33XX XXXX XXXX","DEBIT","United States","Visa"
"ispfcu","422438","4224 38XX XXXX XXXX","DEBIT","United States","Visa"
"israel_credit_cards","458028","4580 28XX XXXX XXXX","CREDIT","Israel","Visa"
"johns_hopkins_federal_credit_union","402049","4020 49XX XXXX XXXX","DEBIT","United States","Visa"
"jpmorganchase","540534","5405 34XX XXXX XXXX","CREDIT","Canada","Visa"
"jpmorganchase","471563","4715 63XX XXXX XXXX","CREDIT","United States","Visa"
"jsc_federal_credit_union","460753","4607 53XX XXXX XXXX","DEBIT","United States","Visa"
"juniper","432747","4327 47XX XXXX XXXX","CREDIT","United States","Visa"
"kasikorn_thai","492141","4921 41XX XXXX XXXX","CREDIT","Thailand","Visa"
"kitsap_community_federal_credit_union","460203","4602 03XX XXXX XXXX","DEBIT","United States","Visa"
"kiwibank","483741","4837 41XX XXXX XXXX","DEBIT","New Zealand","Visa"
"kiwibank","543335","5433 35XX XXXX XXXX","CREDIT","New Zealand","Visa"
"knoxville_tva_employees_credit_union","422921","4229 21XX XXXX XXXX","DEBIT","United States","Visa"
"kohler_credit_union","430839","4308 39XX XXXX XXXX","DEBIT","United States","Visa"
"kookmin_bank","457972","4579 72XX XXXX XXXX","CREDIT","South Korea","Visa"
"korea_exchange_bank_credit_service_co_ltd","411904","4119 04XX XXXX XXXX","CREDIT","South Korea","Visa"
"krung_thai","453215","4532 15XX XXXX XXXX","DEBIT","Thailand","Visa"
"krungsri","455205","4552 05XX XXXX XXXX","CREDIT","Thailand","Visa"
"kutxabank","492167","4921 67XX XXXX XXXX","CREDIT","Spain","Visa"
"kuveyt_turk","402590","4025 90XX XXXX XXXX","CREDIT","Turkey","Visa"
"la_capital","401982","4019 82XX XXXX XXXX","DEBIT","United States","Visa"
"laegernes_pensions","457167","4571 67XX XXXX XXXX","DEBIT","Denmark","Visa"
"lakeview_federal_credit_union","422486","4224 86XX XXXX XXXX","DEBIT","United States","Visa"
"landesbank_berlin_girozentrale","434499","4344 99XX XXXX XXXX","CREDIT","Germany","Visa"
"landmark_national","469510","4695 10XX XXXX XXXX","DEBIT","United States","Visa"
"legacy","409609","4096 09XX XXXX XXXX","DEBIT","United States","Visa"
"lexus","471832","4718 32XX XXXX XXXX","CREDIT","United States","Visa"
"lgfcu","402047","4020 47XX XXXX XXXX","DEBIT","United States","Visa"
"listerhill_credit_union","443389","4433 89XX XXXX XXXX","CREDIT","United States","Visa"
"liverpool","417849","4178 49XX XXXX XXXX","CREDIT","Mexico","Visa"
"lloydstsb","450823","4508 23XX XXXX XXXX","CREDIT","United Kingdom","Visa"
"lone_star_national","414446","4144 46XX XXXX XXXX","DEBIT","United States","Visa"
"los_alamos_national_bank","449485","4494 85XX XXXX XXXX","DEBIT","United States","Visa"
"lumbee_guaranty","453540","4535 40XX XXXX XXXX","DEBIT","United States","Visa"
"lynnville_national","410998","4109 98XX XXXX XXXX","CREDIT","United States","Visa"
"lyons_national","406021","4060 21XX XXXX XXXX","DEBIT","United States","Visa"
"m_26_t","425816","4258 16XX XXXX XXXX","DEBIT","United States","Visa"
"m_t","425838","4258 38XX XXXX XXXX","DEBIT","United States","Visa"
"main_source","477857","4778 57XX XXXX XXXX","DEBIT","United States","Visa"
"maine_family_federal_credit_union","449609","4496 09XX XXXX XXXX","DEBIT","United States","Visa"
"marine_federal_credit_union","421075","4210 75XX XXXX XXXX","DEBIT","United States","Visa"
"maybank_islamic","446032","4460 32XX XXXX XXXX","CREDIT","Malaysia","Visa"
"mayo_employees_federal_credit_union","488839","4888 39XX XXXX XXXX","DEBIT","United States","Visa"
"mbf_cards","402506","4025 06XX XXXX XXXX","CREDIT","Malaysia","Visa"
"mbf_cards","528925","5289 25XX XXXX XXXX","CREDIT","Malaysia","Visa"
"mbna","545240","5452 40XX XXXX XXXX","CREDIT","Canada","Visa"
"mbna","549198","5491 98XX XXXX XXXX","CREDIT","Canada","Visa"
"mbna","377130","37713 0XXXX XXXXX","CREDIT","United Kingdom","Visa"
"mbna","377132","37713 2XXXX XXXXX","CREDIT","United Kingdom","Visa"
"mbna","412983","4129 83XX XXXX XXXX","CREDIT","United Kingdom","Visa"
"mbna_europe_bank_ltd","450198","4501 98XX XXXX XXXX","CREDIT","United Kingdom","Visa"
"mct_credit_union","433852","4338 52XX XXXX XXXX","CREDIT","United States","Visa"
"membersfirst","445372","4453 72XX XXXX XXXX","DEBIT","United States","Visa"
"membersourse_credit_union","480691","4806 91XX XXXX XXXX","DEBIT","United States","Visa"
"mercantil_commercebank","447435","4474 35XX XXXX XXXX","DEBIT","Venezuela","Visa"
"mercantile","433759","4337 59XX XXXX XXXX","DEBIT","United States","Visa"
"meriwest_credit_union","438688","4386 88XX XXXX XXXX","DEBIT","United States","Visa"
"merrick","412061","4120 61XX XXXX XXXX","CREDIT","United States","Visa"
"merrill_lynch_national_financial","426603","4266 03XX XXXX XXXX","DEBIT","United States","Visa"
"metro","479370","4793 70XX XXXX XXXX","DEBIT","United States","Visa"
"metropolitan_commercial_bank","401350","4013 50XX XXXX XXXX","DEBIT","United States","Visa"
"metropolitan_national","404206","4042 06XX XXXX XXXX","DEBIT","United States","Visa"
"michigan_schools_and_government_credit_union","423829","4238 29XX XXXX XXXX","DEBIT","United States","Visa"
"mid_florida","448179","4481 79XX XXXX XXXX","DEBIT","United States","Visa"
"mid_hudson_valley_federal_credit_union","416844","4168 44XX XXXX XXXX","DEBIT","United States","Visa"
"midfirst","431406","4314 06XX XXXX XXXX","DEBIT","United States","Visa"
"midflorida_federal_credit_union","443512","4435 12XX XXXX XXXX","DEBIT","United States","Visa"
"midwest_community_federal_credit_union","449373","4493 73XX XXXX XXXX","DEBIT","United States","Visa"
"millennium_bcp","454496","4544 96XX XXXX XXXX","CREDIT","Portugal","Visa"
"missouri_credit_union","418545","4185 45XX XXXX XXXX","DEBIT","United States","Visa"
"mitsubishi_ufj_nicos","453450","4534 50XX XXXX XXXX","CREDIT","Japan","Visa"
"mitsui_sumitomo","498001","4980 01XX XXXX XXXX","CREDIT","Japan","Visa"
"mizrahi_tefahot","458024","4580 24XX XXXX XXXX","CREDIT","Israel","Visa"
"mizuho","454294","4542 94XX XXXX XXXX","CREDIT","Japan","Visa"
"mocse","463689","4636 89XX XXXX XXXX","DEBIT","United States","Visa"
"money_network","472776","4727 76XX XXXX XXXX","DEBIT","United States","Visa"
"montepio","422240","4222 40XX XXXX XXXX","CREDIT","Portugal","Visa"
"mountain_credit_union","486123","4861 23XX XXXX XXXX","DEBIT","United States","Visa"
"mountain_west","460849","4608 49XX XXXX XXXX","DEBIT","United States","Visa"
"msufcu","423817","4238 17XX XXXX XXXX","DEBIT","United States","Visa"
"mtbank","417094","4170 94XX XXXX XXXX","CREDIT","United States","Visa"
"multiva","426808","4268 08XX XXXX XXXX","DEBIT","Mexico","Visa"
"municipal_credit_union","415982","4159 82XX XXXX XXXX","DEBIT","United States","Visa"
"mvbbank","413757","4137 57XX XXXX XXXX","DEBIT","United States","Visa"
